candle_end_time,coin1_open,coin1_close,coin1_pct,coin2_open,coin2_close,coin2_pct,coin1_mom,coin2_mom,pos,trade_time,strategy_pct_adjust,coin1_net,coin2_net,strategy_net
2017-01-01 08:00:00,966.61,998.99,0.033530592397938985,8.0441,8.196,0.02424393901524602,0.2840653478836488,-0.034628975265017736,coin1,2017-01-01 08:00:00,0.030921212399216857,1.0,1.0,1.0309212123992169
2017-01-02 08:00:00,999.0,1019.3,0.02033053383917749,8.22,8.4292,0.028452903855539224,0.3152258064516129,0.0034761904761904105,coin1,,0.02033053383917749,1.0203305338391775,1.0284529038555392,1.0518803909934251
2017-01-03 08:00:00,1019.6,1037.5,0.017855390954576666,8.37,9.661,0.14613486451857827,0.33959121486397503,0.17387606318347504,coin1,,0.017855390954576666,1.038548934423768,1.178745729624207,1.0706621266120657
2017-01-04 08:00:00,1037.6,1139.6,0.0984096385542168,9.662,11.075,0.14636166028361441,0.46585544679263724,0.4073678726189114,coin1,,0.0984096385542168,1.140752159681278,1.3512689116642265,1.1760255995056481
2017-01-05 08:00:00,1138.3,1003.2,-0.11969111969111956,11.062,10.294,-0.07051918735891638,0.2793144343700984,0.3039788201613822,coin1,,-0.12189189189189176,1.004214256398963,1.2559785261102978,1.0326776142686085
2017-01-06 08:00:00,1003.8,898.5,-0.10436602870813405,10.215,10.1,-0.018845929667767658,0.1359182796242684,0.2888077889928158,coin2,2017-01-06 08:00:00,-0.01372364487703881,0.8994084024865113,1.2323084431429965,1.0185055134179184
2017-01-07 08:00:00,898.2,908.0,0.01057317751808573,10.1,9.8129,-0.02842574257425734,0.14906164184204185,0.24072575546845387,coin2,,-0.02842574257425734,0.9089180071872591,1.19727916056613,0.9895537378830388
2017-01-08 08:00:00,908.03,915.9,0.00870044052863439,9.796,10.29,0.04861967410245671,0.15850187834402152,0.3507482278813334,coin2,,0.04861967410245671,0.9168259942541968,1.2554904831625182,1.0376655181257801
2017-01-09 08:00:00,915.9,903.0,-0.014084507042253502,10.359,10.343,0.005150631681243967,0.13159312773343013,0.3457284862994092,coin2,,0.005150631681243967,0.9039129520816024,1.2619570522205954,1.0430101510179732
2017-01-10 08:00:00,903.01,905.76,0.0030564784053155325,10.417,10.522,0.01730639079570717,0.09214556153085574,0.33835332426003895,coin2,,0.01730639079570717,0.9066757424999249,1.2837969741337238,1.06106089229538
2017-01-11 08:00:00,905.76,779.54,-0.13935258788199967,10.608,9.7,-0.07812203003231333,-0.09271415270018635,0.2828481874809885,coin2,,-0.07812203003231333,0.7803281314127268,1.1835041483650561,0.978168661401367
2017-01-12 08:00:00,779.54,804.58,0.03212150755573817,9.6799,9.657,-0.004432989690721589,-0.12449536991697407,0.35119630614243724,coin2,,-0.004432989690721589,0.8053934473818557,1.1782576866764276,0.9738324498095878
2017-01-13 08:00:00,804.58,828.12,0.029257500807874814,9.7183,9.699,0.004349176762969753,-0.07497430856530096,0.3407149373807745,coin2,,0.004349176762969753,0.8289572468192875,1.1833821376281113,0.9780678192713256
2017-01-14 08:00:00,827.22,815.3,-0.015480848186253282,9.675,9.679,-0.002062068254459204,-0.09209354120267266,0.3475621641188429,coin2,,-0.002062068254459204,0.8161242855283836,1.1809419228892144,0.976050976670498
2017-01-15 08:00:00,816.7,820.74,0.006672390531092809,9.614,9.728,0.0050625064572786815,-0.09450573698146514,0.34012949442071894,coin2,,0.0050625064572786815,0.8215697854833381,1.186920448999512,0.9809922410425256
2017-01-16 08:00:00,821.16,830.1,0.011404342422691727,9.7419,9.53,-0.020353618421052655,-0.1135482630842668,0.32361111111111107,coin2,,-0.020353618421052655,0.8309392486411276,1.1627623230844313,0.9610254992943327
2017-01-17 08:00:00,830.0,903.99,0.08901337188290559,9.5739,10.292,0.07995802728226664,-0.0791586024243659,0.35138329022177284,coin2,,0.07995802728226664,0.9049039529925225,1.2557345046364081,1.0378672023858628
2017-01-18 08:00:00,903.99,887.46,-0.01828560050443029,10.291,10.222,-0.006801399144967024,-0.08954182653835896,0.235869473226052,coin2,,-0.006801399144967024,0.8883572408132214,1.2471937530502684,1.0308082532829663
2017-01-19 08:00:00,887.49,900.29,0.014456989610799331,10.222,10.42,0.01936998630405018,-0.06147446990388428,0.27664788042146515,coin2,,0.01936998630405018,0.9012002122143364,1.271351878965349,1.0507749950311593
2017-01-20 08:00:00,901.56,895.74,-0.005053927067944719,10.426,10.64,0.021113243761996303,-0.07328932938815202,0.32966758310422395,coin2,,0.021113243761996303,0.8966456120681888,1.2981942410932164,1.0729602636402626
2017-01-21 08:00:00,896.14,924.02,0.03157166141960843,10.64,10.95,0.02913533834586457,-0.07504579625421681,0.33601756954612005,coin2,,0.02913533834586457,0.9249542037457832,1.33601756954612,1.1042213239530898
2017-01-22 08:00:00,924.3,923.72,-0.0003246682972229964,10.948,10.664,-0.02611872146118721,-0.09377023447463939,0.2651259906040906,coin2,,-0.02611872146118721,0.9246539004394438,1.3011224987798926,1.0753804747612556
2017-01-23 08:00:00,923.72,908.52,-0.0164552028753302,10.683,10.827,0.015285071267816974,-0.12431807228915659,0.12069143980954355,coin2,,0.015285071267816974,0.9094385329182474,1.3210102489019033,1.0918177419580002
2017-01-24 08:00:00,908.36,886.1,-0.02467749746841008,10.702,10.579,-0.02290569871617243,-0.2224464724464723,-0.04478555304740395,coin2,,-0.025348434469381953,0.8869958658244828,1.2907515861395804,1.0641418714734692
2017-01-25 08:00:00,886.45,893.35,0.00818192077643598,10.57,10.494,-0.008034785896587682,-0.10949960127591707,0.019428793471925276,empty,2017-01-25 08:00:00,0.0,0.894253195727685,1.280380673499268,1.0641418714734692
2017-01-26 08:00:00,893.9,915.12,0.02436894834051606,10.484,10.58,0.008195159138555397,0.018497495826377275,0.04752475247524757,coin2,2017-01-26 08:00:00,0.006640209853085777,0.9160452056577143,1.2908735968765253,1.0712079968135084
2017-01-27 08:00:00,915.1,916.7,0.0017265495235598838,10.58,10.489,-0.008601134215500905,0.009581497797356953,0.06889910220220319,coin2,,-0.008601134215500905,0.9176268030711019,1.2797706198145438,1.0619943930601976
2017-01-28 08:00:00,916.98,919.43,0.002978073524599001,10.453,10.528,0.003718180951473027,0.003854132547221223,0.023129251700680475,coin2,,0.003718180951473027,0.9203595631587903,1.284529038555393,1.0659430803830452
2017-01-29 08:00:00,919.48,912.55,-0.007482897012279333,10.535,10.456,-0.006838905775076065,0.010575858250276848,0.010925263463211765,coin2,,-0.006838905775076065,0.9134726073334067,1.2757442654953637,1.0586531960947112
2017-01-30 08:00:00,912.56,917.35,0.005259985754205276,10.435,10.5,0.004208110175975666,0.01279588411941357,-0.002090857251473177,coin2,,0.001697589900535812,0.9182774602348373,1.281112737920937,1.0604503550685715
