candle_begin_time,close,每次投入资金,累计投入资金,每次买币数量,累计买币数量,平均持有成本,币市值,盈亏PnL,总收益率
2013-06-01,128.77,100,6200,0.7750252387978566,51.691864540388885,119.94150443452656,6656.361396865877,456.3613968658774,7.361%
2013-06-02,123.8,100,6300,0.8061389337641357,52.49800347415302,120.004563661202,6499.252830100144,199.2528301001439,3.163%
2013-06-03,123.1,100,6400,0.8107229894394801,53.30872646359251,120.05539101315647,6562.304227668237,162.30422766823722,2.536%
2013-06-04,120.43,100,6500,0.8286971684796146,54.13742363207212,120.06481956317675,6519.769928010446,19.769928010446165,0.304%
2013-06-05,121.19,100,6600,0.8235002888027065,54.960923920874826,120.08531751580034,6660.71436997082,60.71436997082037,0.92%
2013-06-06,119.28,100,6700,0.8366867873910128,55.797610708265836,120.07682613921432,6655.539005281949,-44.46099471805064,-0.664%
2013-06-07,111.07,100,6800,0.8985324570090933,56.69614316527493,119.93761163219374,6297.2406213670865,-502.75937863291347,-7.394%
2013-06-08,109.13,100,6900,0.9145056354806195,57.610648800755555,119.7695242742954,6287.050103626453,-612.9498963735468,-8.883%
2013-06-09,100.0,100,7000,0.998,58.60864880075555,119.43629725703146,5860.864880075555,-1139.1351199244446,-16.273%
2013-06-10,104.18,100,7100,0.9579573814551736,59.56660618221073,119.19430122108216,6205.649032062714,-894.3509679372864,-12.596%
2013-06-11,107.36,100,7200,0.9295827123695976,60.49618889458032,119.01576167957627,6494.8708397221435,-705.1291602778565,-9.793%
2013-06-12,106.68,100,7300,0.9355080614923134,61.431696956072635,118.8311630919123,6553.533431273829,-746.4665687261713,-10.226%
2013-06-13,102.0,100,7400,0.9784313725490196,62.41012832862165,118.57049806139105,6365.8330895194085,-1034.1669104805915,-13.975%
2013-06-14,99.0,100,7500,1.0080808080808081,63.41820913670246,118.26256373517607,6278.402704533543,-1221.5972954664567,-16.288%
2013-06-15,99.42,100,7600,1.0038221685777509,64.42203130528021,117.97206399757039,6404.838352370959,-1195.161647629041,-15.726%
2013-06-16,99.0,100,7700,1.0080808080808081,65.43011211336102,117.68281837358548,6477.581099222741,-1222.4189007772593,-15.876%
2013-06-17,100.49,100,7800,0.9931336451388199,66.42324575849985,117.42876926489058,6674.871966271649,-1125.1280337283506,-14.425%
2013-06-18,104.12,100,7900,0.958509412216673,67.38175517071652,117.24241940544266,7015.788348375004,-884.2116516249962,-11.193%
2013-06-19,104.99,100,8000,0.950566720640061,68.33232189135657,117.07490362641883,7174.210475373526,-825.7895246264743,-10.322%
2013-06-20,104.55,100,8100,0.9545671927307509,69.28688908408732,116.9052342669008,7243.944253741329,-856.0557462586712,-10.569%
2013-06-21,101.29,100,8200,0.9852897620693059,70.27217884615662,116.68913835661552,7117.868995327204,-1082.1310046727958,-13.197%
2013-06-22,100.23,100,8300,0.995709867305198,71.26788871346182,116.46198799814046,7143.180485750278,-1156.8195142497216,-13.938%
2013-06-23,100.4,100,8400,0.99402390438247,72.26191261784429,116.24380943835843,7255.096026831567,-1144.9039731684334,-13.63%
2013-06-24,98.68,100,8500,1.011349817592217,73.27326243543651,116.00411551880374,7230.605537128875,-1269.3944628711251,-14.934%
2013-06-25,97.58,100,8600,1.0227505636400902,74.2960129990766,115.7531831500418,7249.804948449894,-1350.1950515501057,-15.7%
2013-06-26,98.69,100,8700,1.0112473401560442,75.30726033923264,115.52670965335307,7432.073522878869,-1267.926477121131,-14.574%
2013-06-27,96.31,100,8800,1.0362371508669919,76.34349749009964,115.26849423084396,7352.642243271496,-1447.3577567285038,-16.447%
2013-06-28,89.79,100,8900,1.1114823477001892,77.45497983779983,114.90545886962576,6954.682639636047,-1945.3173603639534,-21.857%
2013-06-29,88.8,100,9000,1.1238738738738738,78.5788537116737,114.53463081840499,6977.802209596624,-2022.1977904033756,-22.469%
2013-06-30,89.55,100,9100,1.1144611948632048,79.69331490653691,114.18774599440793,7136.53634988038,-1963.46365011962,-21.577%
2013-07-01,83.5,100,9200,1.1952095808383234,80.88852448737524,113.73677611631919,6754.191794695832,-2445.808205304168,-26.585%
2013-07-02,87.68,100,9300,1.138229927007299,82.02675441438254,113.3776420436957,7192.105827053061,-2107.894172946939,-22.666%
2013-07-03,77.402,100,9400,1.2893723676390791,83.31612678202161,112.82329559789835,6448.834845182037,-2951.1651548179634,-31.395%
2013-07-04,79.4,100,9500,1.2569269521410578,84.57305373416267,112.3289225178178,6715.100466492517,-2784.8995335074833,-29.315%
2013-07-05,67.0,100,9600,1.48955223880597,86.06260597296864,111.54670360568979,5766.194600188899,-3833.805399811101,-39.935%
2013-07-06,66.12,100,9700,1.5093768905021172,87.57198286347075,110.76601993953707,5790.259506932686,-3909.7404930673138,-40.307%
2013-07-07,73.98,100,9800,1.3490132468234657,88.92099611029421,110.21019139106869,6578.375292239566,-3221.624707760434,-32.874%
2013-07-08,74.35,100,9900,1.3422999327505045,90.26329604304472,109.67913242697112,6711.076060800374,-3188.923939199626,-32.211%
2013-07-09,74.98,100,10000,1.3310216057615363,91.59431764880625,109.17707841159216,6867.741937307494,-3132.2580626925064,-31.323%
2013-07-10,86.12,100,10100,1.158848118903855,92.75316576771012,108.89116200404756,7987.902635915196,-2112.097364084804,-20.912%
2013-07-11,88.0,100,10200,1.134090909090909,93.88725667680103,108.64094192370153,8262.078587558492,-1937.9214124415084,-18.999%
2013-07-12,90.2,100,10300,1.106430155210643,94.99368683201168,108.42825816640512,8568.430552247453,-1731.5694477525467,-16.811%
2013-07-13,91.6,100,10400,1.0895196506550218,96.0832064826667,108.23951844150984,8801.221713812269,-1598.7782861877313,-15.373%
2013-07-14,90.07,100,10500,1.1080270900410791,97.19123357270777,108.03443493846652,8754.014407893788,-1745.9855921062117,-16.628%
2013-07-15,93.94,100,10600,1.0623802427081115,98.25361381541589,107.88407253817336,9229.944481820168,-1370.0555181798318,-12.925%
2013-07-16,91.6,100,10700,1.0895196506550218,99.34313346607091,107.70749448581081,9099.831025492094,-1600.1689745079057,-14.955%
2013-07-17,91.48,100,10800,1.0909488412767818,100.4340823073477,107.53321732905283,9187.709849476167,-1612.2901505238333,-14.929%
2013-07-18,85.27,100,10900,1.1703999061803683,101.60448221352806,107.27873182890673,8663.814198347538,-2236.185801652462,-20.515%
2013-07-19,86.53,100,11000,1.1533572171501214,102.75783943067817,107.04779373471304,8891.635845936582,-2108.364154063418,-19.167%
2013-07-20,85.0,100,11100,1.1741176470588235,103.931957077737,106.80064449953193,8834.216351607645,-2265.7836483923547,-20.412%
2013-07-21,85.79,100,11200,1.1633057465905117,105.0952628243275,106.56997945493903,9016.122597699057,-2183.877402300943,-19.499%
2013-07-22,85.6,100,11300,1.1658878504672898,106.26115067479479,106.34178086950047,9095.954497762434,-2204.0455022375663,-19.505%
2013-07-23,86.95,100,11400,1.1477860839562966,107.40893675875108,106.13641978046293,9339.207051173407,-2060.7929488265927,-18.077%
2013-07-24,88.36,100,11500,1.1294703485740154,108.5384071073251,105.9532777980476,9590.453652003245,-1909.5463479967548,-16.605%
2013-07-25,90.24,100,11600,1.1059397163120568,109.64434682363715,105.7966081795224,9894.305857365016,-1705.694142634984,-14.704%
2013-07-26,89.95,100,11700,1.1095052807115062,110.75385210434865,105.63966650095965,9962.308996786162,-1737.6910032138385,-14.852%
2013-07-27,88.02,100,11800,1.1338332197227903,111.88768532407144,105.46290206846702,9848.354062224767,-1951.6459377752326,-16.539%
2013-07-28,92.46,100,11900,1.0793856802941812,112.96707100436562,105.34043145670408,10444.935385063645,-1455.0646149363547,-12.227%
2013-07-29,93.37,100,12000,1.0688658027203597,114.03593680708597,105.22998570442175,10647.535419677619,-1352.4645803223812,-11.271%
2013-07-30,96.5,100,12100,1.0341968911917099,115.07013369827769,105.1532627199955,11104.267901883797,-995.7320981162029,-8.229%
2013-07-31,98.18,100,12200,1.016500305561214,116.0866340038389,105.09392493537676,11397.385726496903,-802.6142735030971,-6.579%
2013-08-01,96.55,100,12300,1.0336613153806318,117.12029531921952,105.02022699375452,11307.964513070645,-992.0354869293551,-8.065%
2013-08-02,95.85,100,12400,1.041210224308816,118.16150554352834,104.94111379980757,11325.780306347191,-1074.219693652809,-8.663%
2013-08-03,95.49,100,12500,1.0451356162949,119.20664115982323,104.85992960107774,11383.04216435152,-1116.9578356484799,-8.936%
2013-08-04,96.38,100,12600,1.0354845403610708,120.2421257001843,104.7885666244562,11588.936074983763,-1011.0639250162367,-8.024%
2013-08-05,97.4,100,12700,1.0246406570841888,121.2667663572685,104.72778636303421,11811.383043197951,-888.6169568020487,-6.997%
2013-08-06,97.8,100,12800,1.0204498977505112,122.287216255019,104.67161157145608,11959.689749740859,-840.310250259141,-6.565%
2013-08-07,97.0,100,12900,1.0288659793814432,123.31608223440045,104.6092266820442,11961.659976736844,-938.3400232631557,-7.274%
2013-08-08,94.25,100,13000,1.0588859416445624,124.37496817604502,104.52263980963846,11722.340750592242,-1277.6592494077577,-9.828%
2013-08-09,92.28,100,13100,1.081491114000867,125.45645929004588,104.41869692586961,11577.122063285435,-1522.8779367145653,-11.625%
2013-08-10,93.51,100,13200,1.0672655330980643,126.52372482314395,104.32825952959482,11831.233508212192,-1368.7664917878083,-10.369%
2013-08-11,94.0,100,13300,1.0617021276595744,127.58542695080352,104.2438804952891,11993.03013337553,-1306.9698666244694,-9.827%
2013-08-12,95.35,100,13400,1.0466701625589931,128.6320971133625,104.1730664484983,12265.070459759114,-1134.9295402408861,-8.47%
2013-08-13,98.15,100,13500,1.0168110035659703,129.64890811692848,104.12737134526844,12725.040331676531,-774.9596683234686,-5.74%
2013-08-14,99.16,100,13600,1.0064542154094394,130.65536233233792,104.09063782171248,12955.785728874627,-644.2142711253728,-4.737%
2013-08-15,98.08,100,13700,1.017536704730832,131.67289903706876,104.04570796412065,12914.477937555705,-785.5220624442954,-5.734%
2013-08-16,98.3,100,13800,1.0152594099694812,132.68815844703823,104.00325214784102,13043.245975343858,-756.7540246561421,-5.484%
2013-08-17,99.4,100,13900,1.004024144869215,133.69218259190745,103.97017784076017,13289.002949635602,-610.9970503643981,-4.396%
2013-08-18,99.25,100,14000,1.0055415617128463,134.6977241536203,103.9364257114935,13368.749122246814,-631.2508777531857,-4.509%
2013-08-19,102.6,100,14100,0.9727095516569201,135.67043370527722,103.92831816717003,13919.786498161442,-180.21350183855793,-1.278%
2013-08-20,104.94,100,14200,0.9510196302649133,136.62145333554213,103.93682436626418,14337.055313031791,137.05531303179123,0.965%
2013-08-21,110.43,100,14300,0.9037399257448157,137.52519326128694,103.98094822401839,15186.907091843917,886.9070918439174,6.202%
2013-08-22,109.14,100,14400,0.9144218435037567,138.4396151047907,104.01646948454777,15109.299592536858,709.2995925368577,4.926%
2013-08-23,107.89,100,14500,0.9250162202243025,139.364631325015,104.04361466851847,15036.05007365587,536.0500736558697,3.697%
2013-08-24,108.3,100,14600,0.9215143120960295,140.28614563711105,104.0729997512865,15192.989572499126,592.9895724991256,4.062%
2013-08-25,113.11,100,14700,0.8823269383785695,141.16847257548963,104.13089928517287,15967.565933013631,1267.5659330136314,8.623%
2013-08-26,112.45,100,14800,0.8875055580257892,142.05597813351542,104.18428139708271,15974.19474111381,1174.1947411138099,7.934%
2013-08-27,117.7,100,14900,0.8479184367034834,142.9038965702189,104.26587628195684,16819.788626314767,1919.7886263147666,12.884%
2013-08-28,118.0,100,15000,0.8457627118644068,143.74965928208331,104.34807341396997,16962.45979528583,1962.4597952858312,13.083%
2013-08-29,118.5,100,15100,0.8421940928270042,144.59185337491033,104.43188635840643,17134.134624926875,2034.1346249268754,13.471%
2013-08-30,125.0,100,15200,0.7984,145.39025337491032,104.54621026627244,18173.781671863788,2973.781671863788,19.564%
2013-08-31,127.8,100,15300,0.7809076682316118,146.17116104314192,104.67181002608481,18680.674381313536,3380.6743813135363,22.096%
2013-09-01,130.41,100,15400,0.7652787362932291,146.93643977943515,104.8072215654387,19161.981111636138,3761.981111636138,24.428%
2013-09-02,129.45,100,15500,0.7709540363074546,147.7073938157426,104.93719779075823,19120.722129447877,3620.722129447877,23.359%
2013-09-03,129.18,100,15600,0.77256541260257,148.47995922834517,105.06468402250157,19180.641133117628,3580.6411331176278,22.953%
2013-09-04,122.24,100,15700,0.8164267015706806,149.29638592991586,105.15994678779461,18249.990216072914,2549.9902160729143,16.242%
2013-09-05,122.63,100,15800,0.8138302209899698,150.1102161509058,105.25599392992852,18408.01580658558,2608.0158065855794,16.506%
2013-09-06,116.82,100,15900,0.8543057695600069,150.9645219204658,105.32275926642393,17635.675450748815,1735.675450748815,10.916%
2013-09-07,119.76,100,16000,0.8333333333333333,151.79785525379916,105.40333375098562,18179.311145194988,2179.311145194988,13.621%
2013-09-08,117.98,100,16100,0.8459060857772503,152.6437613395764,105.47434011523997,18008.910962843223,1908.9109628432234,11.857%
2013-09-09,121.5,100,16200,0.8213991769547325,153.46516051653114,105.56141827548507,18646.017002758534,2446.0170027585336,15.099%
2013-09-10,122.07,100,16300,0.817563692963054,154.2827242094942,105.65019566200358,18833.292144252955,2533.292144252955,15.542%
2013-09-11,126.34,100,16400,0.7899319297134716,155.07265613920768,105.7568781518634,19591.879376627498,3191.8793766274975,19.463%
2013-09-12,126.63,100,16500,0.7881228776751165,155.8607790168828,105.86370800965088,19736.650446907868,3236.650446907868,19.616%
2013-09-13,127.18,100,16600,0.7847145777637993,156.64549359464658,105.97176860354514,19922.173875367153,3322.1738753671525,20.013%
2013-09-14,124.5,100,16700,0.8016064257028113,157.44710002034938,106.0673711858878,19602.163952533498,2902.1639525334976,17.378%
2013-09-15,125.06,100,16800,0.7980169518631056,158.2451169722125,106.16441329402944,19790.134328544893,2990.134328544893,17.798%
2013-09-16,125.68,100,16900,0.7940802036919159,159.0391971759044,106.26311186234076,19988.04630106767,3088.0463010676685,18.272%
2013-09-17,127.13,100,17000,0.785023204593723,159.82422038049813,106.36685703535802,20318.453136972726,3318.4531369727265,19.52%
2013-09-18,126.9,100,17100,0.7864460204885736,160.6106664009867,106.468644848951,20381.493566285215,3281.493566285215,19.19%
2013-09-19,124.38,100,17200,0.8023798038269818,161.4130462048137,106.55892075895324,20076.554686954725,2876.554686954725,16.724%
2013-09-20,122.91,100,17300,0.8119762427792694,162.22502244759298,106.64199479823644,19939.077509033654,2639.0775090336538,15.255%
2013-09-21,123.64,100,17400,0.8071821417017147,163.03220458929468,106.72737968448321,20157.301775420394,2757.301775420394,15.847%
2013-09-22,122.97,100,17500,0.811580060177279,163.84378464947196,106.80905618384958,20147.870198345565,2647.870198345565,15.131%
2013-09-23,122.75,100,17600,0.8130346232179226,164.6568192726899,106.88898326678141,20211.624565722683,2611.6245657226827,14.839%
2013-09-24,124.09,100,17700,0.804254976226932,165.46107424891682,106.97380081899155,20532.064703548087,2832.064703548087,16.0%
2013-09-25,123.75,100,17800,0.8064646464646464,166.26753889538145,107.05637503421569,20575.607938303456,2775.6079383034557,15.593%
2013-09-26,125.02,100,17900,0.7982722764357703,167.06581117181722,107.14340578989508,20886.567712700587,2986.5677127005874,16.685%
2013-09-27,126.48,100,18000,0.7890575585072739,167.85486873032448,107.23549537856294,21230.28379701144,3230.2837970114415,17.946%
2013-09-28,127.0,100,18100,0.7858267716535433,168.64069550197803,107.32877936801263,21417.36832875121,3317.3683287512104,18.328%
2013-09-29,126.76,100,18200,0.7873146102871568,169.42801011226518,107.4202547025161,21476.694561830736,3276.6945618307363,18.004%
2013-09-30,125.95,100,18300,0.7923779277491068,170.22038804001429,107.50768583430886,21439.2578736398,3139.257873639799,17.154%
2013-10-01,127.49,100,18400,0.7828064946270296,171.00319453464132,107.60032904690901,21801.197271221423,3401.197271221423,18.485%
2013-10-02,103.85,100,18500,0.9610014443909485,171.96419597903227,107.58053381214145,17858.4817524225,-641.5182475775,-3.468%
2013-10-03,117.87,100,18600,0.8466955120047509,172.810891491037,107.63210489522129,20369.219780048534,1769.2197800485337,9.512%
2013-10-04,121.94,100,18700,0.8184352960472363,173.62932678708424,107.70069979555457,21172.36010841705,2472.3601084170514,13.221%
2013-10-05,121.62,100,18800,0.8205887189606972,174.44991550604493,107.7673207548705,21216.598723845185,2416.5987238451853,12.854%
2013-10-06,122.49,100,18900,0.8147603886031513,175.2646758946481,107.83690383429473,21468.170150335445,2568.170150335445,13.588%
2013-10-07,123.48,100,19000,0.8082280531260123,176.0729039477741,107.90984628523925,21741.482179471146,2741.482179471146,14.429%
2013-10-08,124.11,100,19100,0.8041253726532914,176.8770293204274,107.98462679627418,21952.208108958243,2852.2081089582425,14.933%
2013-10-09,126.00071,100,19200,0.7920590288737261,177.66908834930112,108.06606922107014,22386.43127706467,3186.4312770646684,16.596%
2013-10-10,126.1,100,19300,0.7914353687549563,178.46052371805607,108.14716665569937,22503.87204084687,3203.872040846869,16.6%
2013-10-11,126.9,100,19400,0.7864460204885736,179.24696973854464,108.23056048477395,22746.440459821315,3346.440459821315,17.25%
2013-10-12,127.8,100,19500,0.7809076682316118,180.02787740677624,108.31655786253258,23007.562732586004,3507.562732586004,17.988%
2013-10-13,132.86,100,19600,0.7511666415776004,180.77904404835385,108.41964622159132,24018.303792264294,4418.303792264294,22.542%
2013-10-14,135.4,100,19700,0.7370753323485967,181.51611938070246,108.5303061084192,24577.282564147114,4877.282564147114,24.758%
2013-10-15,144.39,100,19800,0.6911835999722973,182.20730298067477,108.66743361049598,26308.91247737963,6508.912477379628,32.873%
2013-10-16,137.56,100,19900,0.7255015993021227,182.9328045799769,108.78311326222446,25164.236598021624,5264.236598021624,26.453%
2013-10-17,143.94,100,20000,0.6933444490760039,183.6261490290529,108.91694949631409,26431.147891241875,6431.147891241875,32.156%
2013-10-18,153.0,100,20100,0.6522875816993464,184.27843661075224,109.07407491445589,28194.600801445093,8094.600801445093,40.272%
2013-10-19,166.5,100,20200,0.5993993993993993,184.87783601015164,109.26133946575845,30782.159695690247,10582.159695690247,52.387%
2013-10-20,166.89,100,20300,0.597998681766433,185.47583469191807,109.44822021542062,30954.062051734203,10654.062051734203,52.483%
2013-10-21,180.37,100,20400,0.5533070909796529,186.0291417828977,109.660238199709,33554.07630338126,13154.076303381262,64.481%
2013-10-22,191.75,100,20500,0.5204693611473272,186.54961114404503,109.89033895209164,35770.88793687063,15270.887936870633,74.492%
2013-10-23,203.99,100,20600,0.4892396686112064,187.03885081265625,110.13754581198523,38154.05517727375,17554.055177273753,85.214%
2013-10-24,193.72,100,20700,0.5151765434647946,187.55402735612105,110.3681978563732,36332.96617942777,15632.96617942777,75.522%
2013-10-25,187.5,100,20800,0.5322666666666667,188.0862940227877,110.58753700298844,35266.180129272696,14466.180129272696,69.549%
2013-10-26,179.55,100,20900,0.55583402951824,188.64212805230596,110.79179510848674,33870.694091791534,12970.694091791534,62.061%
2013-10-27,196.7,100,21000,0.5073716319267921,189.14949968423275,111.02329128576876,37205.70658788858,16205.706587888577,77.17%
2013-10-28,196.01,100,21100,0.5091576960359165,189.65865738026866,111.25250115893292,37174.99343310646,16074.993433106458,76.185%
2013-10-29,204.69,100,21200,0.4875665640724999,190.14622394434116,111.49314227878425,38921.03057916719,17721.030579167193,83.59%
2013-10-30,198.74,100,21300,0.5021636308745093,190.64838757521568,111.7239976215199,37889.46054669836,16589.460546698363,77.885%
2013-10-31,202.52,100,21400,0.49279083547303965,191.14117841068872,111.95912978008144,38709.91145173268,17309.91145173268,80.887%
2013-11-01,201.754999,100,21500,0.49465936653197873,191.6358377772207,112.19195871387086,38663.488259107326,17163.488259107326,79.83%
2013-11-02,204.94,100,21600,0.48697179662340195,192.1228095738441,112.42808726309953,39373.64859406361,17773.648594063612,82.285%
2013-11-03,213.8975,100,21700,0.4665786182634205,192.58938819210752,112.67495163520793,41194.38866082132,19494.38866082132,89.836%
2013-11-04,226.5049999,100,21800,0.4406083752855824,193.0299965673931,112.93581509435973,43722.25935319438,21922.25935319438,100.561%
2013-11-05,242.88,100,21900,0.4109025032938076,193.44089907068692,113.2128733127803,46982.92556628844,25082.92556628844,114.534%
