candle_end_time,open,close,high,low,volume
2017-07-01 08:00:00,1.2,1.135,1.6479,0.5,1042731.0249194094
2017-07-02 08:00:00,1.1235,2.9103,3.2981,0.9406,2673924.4145181943
2017-07-03 08:00:00,2.9248,4.017,5.48,2.41,3301308.6552769616
2017-07-04 08:00:00,4.0201,3.12,4.1998,2.5501,3790603.0856870716
2017-07-05 08:00:00,3.1319,2.8322,3.3121,2.6,1955027.6399860438
2017-07-06 08:00:00,2.822,3.2499,3.5303,2.822,2301252.658884676
2017-07-07 08:00:00,3.24,2.6598,3.3214,2.6,2022336.0670146032
2017-07-08 08:00:00,2.6488,2.3957,2.7596,2.01,2992736.336700195
2017-07-09 08:00:00,2.3965,2.2061,2.549,2.1201,1860759.2029085278
2017-07-10 08:00:00,2.2064,1.6016,2.275,1.234,3559383.1224211617
2017-07-11 08:00:00,1.6016,1.5,1.78,1.3561,4895651.092208272
2017-07-12 08:00:00,1.5,1.985,2.0499,1.398,2896888.5371455955
2017-07-13 08:00:00,1.978,1.6442,1.988,1.6048,1587112.45653776
2017-07-14 08:00:00,1.649,1.5189,1.7,1.4514,1773910.62992937
2017-07-15 08:00:00,1.519,1.3,1.5274,1.285,2508629.92142553
2017-07-16 08:00:00,1.2947,1.244,1.3294,1.1336,2362941.26066764
2017-07-17 08:00:00,1.2323,1.5551,1.5789,1.217,2925338.2545731
2017-07-18 08:00:00,1.5706,1.653,1.73,1.4569,2467349.55750494
2017-07-19 08:00:00,1.6527,1.4936,1.7745,1.4501,2215153.4198475
2017-07-20 08:00:00,1.4851,1.7164,1.7499,1.4851,1617513.24821844
2017-07-21 08:00:00,1.7164,1.7988,1.9967,1.6694,1962041.20437749
2017-07-22 08:00:00,1.7964,2.0302,2.0983,1.7699,1694490.19154395
2017-07-23 08:00:00,2.034,1.9294,2.138,1.8003,2129598.60358023
2017-07-24 08:00:00,1.9294,1.8789,1.99,1.8011,1379063.4309895
2017-07-25 08:00:00,1.87,1.6511,1.8997,1.5454,1867964.65531477
2017-07-26 08:00:00,1.6689,1.6951,1.7145,1.4846,1807692.25421332
2017-07-27 08:00:00,1.6988,1.9156,1.9794,1.694,1678546.35216443
2017-07-28 08:00:00,1.9141,1.8107,1.9899,1.8014,1562469.38193421
2017-07-29 08:00:00,1.8113,1.8336,1.8657,1.601,1733121.19758083
2017-07-30 08:00:00,1.85,1.7751,1.8507,1.6746,866122.59723897
2017-07-31 08:00:00,1.7751,1.7013,1.7774,1.63,1222111.96120271
2017-08-01 08:00:00,1.7181,1.778,1.8135,1.645,1807060.02431081
2017-08-02 08:00:00,1.777,1.7388,1.8018,1.673,1218682.11888309
2017-08-03 08:00:00,1.7499,1.7799,1.7846,1.7001,734114.74798696
2017-08-04 08:00:00,1.7799,1.7622,1.84,1.7417,1146294.56538058
2017-08-05 08:00:00,1.7623,1.853,2.0,1.7294,2238344.09746945
2017-08-06 08:00:00,1.8485,1.7538,1.853,1.7002,1579359.44954551
2017-08-07 08:00:00,1.7505,1.7843,1.81,1.7,1782430.70943917
2017-08-08 08:00:00,1.7843,1.8722,1.9839,1.7809,2753878.18975929
2017-08-09 08:00:00,1.8722,1.8124,1.91,1.788,1477098.21720588
2017-08-10 08:00:00,1.8184,1.8362,1.9142,1.8045,1566595.17983165
2017-08-11 08:00:00,1.8361,1.757,1.8784,1.6642,2223906.89461386
2017-08-12 08:00:00,1.757,1.6454,1.83,1.6101,1680369.09777547
2017-08-13 08:00:00,1.6516,1.5967,1.686,1.5153,2376551.71832403
2017-08-14 08:00:00,1.5997,1.6,1.6779,1.5051,1670392.08999723
2017-08-15 08:00:00,1.5999,1.6183,1.7271,1.521,2191005.1044636
2017-08-16 08:00:00,1.6273,1.6019,1.6499,1.55,1714225.97276168
2017-08-17 08:00:00,1.6018,1.5059,1.6201,1.48,1789622.15875983
2017-08-18 08:00:00,1.523,1.3979,1.5329,1.3304,1984120.27195321
2017-08-19 08:00:00,1.394,1.39,1.4315,1.28,1564138.47656368
2017-08-20 08:00:00,1.3987,1.3593,1.42,1.323,1267648.60944773
2017-08-21 08:00:00,1.3594,1.329,1.41,1.3042,1917934.24446718
2017-08-22 08:00:00,1.329,1.27,1.3313,1.2351,2388908.37999063
2017-08-23 08:00:00,1.2686,1.416,1.545,1.2565,5193707.19894507
2017-08-24 08:00:00,1.4175,1.371,1.4218,1.3248,1933560.23483085
2017-08-25 08:00:00,1.3789,1.3676,1.4478,1.3331,1797853.51271489
2017-08-26 08:00:00,1.364,1.365,1.394,1.3304,1348781.45239429
2017-08-27 08:00:00,1.364,1.3435,1.38,1.315,1339178.42053662
2017-08-28 08:00:00,1.3479,1.3241,1.364,1.2738,1532273.78211191
2017-08-29 08:00:00,1.3241,1.31,1.3777,1.3096,1585606.47309628
2017-08-30 08:00:00,1.31,1.251,1.344,1.222,2300769.41785824
2017-08-31 08:00:00,1.2518,1.3441,1.357,1.2458,3137822.67676552
2017-09-01 08:00:00,1.3402,1.3203,1.35,1.2727,2639794.2453701
2017-09-02 08:00:00,1.3246,1.235,1.4361,1.1856,3515022.48283176
2017-09-03 08:00:00,1.235,1.3006,1.3255,1.21,2649183.35862334
2017-09-04 08:00:00,1.3008,0.91,1.305,0.8216,10966944.37510065
2017-09-05 08:00:00,0.91,0.923,0.9777,0.75,9159963.03351008
2017-09-06 08:00:00,0.923,0.915,1.16,0.856,12410467.83735458
2017-09-07 08:00:00,0.91679,0.98516,1.0277,0.8513,9823199.82918048
2017-09-08 08:00:00,0.98679,0.841,0.9894,0.77403,8747279.55048432
2017-09-09 08:00:00,0.8469,0.81,0.8487,0.756,3207515.35579693
2017-09-10 08:00:00,0.81,0.7367,0.81538,0.6918,4303527.8182547605
2017-09-11 08:00:00,0.73991,0.7324,0.7608,0.71,2784403.58384008
2017-09-12 08:00:00,0.7323,0.8599,0.8977,0.728,7545942.29728608
2017-09-13 08:00:00,0.8599,0.725,0.86,0.656,7580725.56352958
2017-09-14 08:00:00,0.72624,0.575,0.7649,0.51,9198074.07907282
2017-09-15 08:00:00,0.5768,0.6505,0.678,0.50333,7021558.56966788
2017-09-16 08:00:00,0.6506,0.61912,0.68001,0.57804,2717378.17377912
2017-09-17 08:00:00,0.62099,0.62524,0.6564,0.56,2841580.52135045
2017-09-18 08:00:00,0.6277,0.70372,0.7074,0.6277,2948151.43602801
2017-09-19 08:00:00,0.70728,0.64635,0.7075,0.6414,1659449.6590355
2017-09-20 08:00:00,0.64634,0.60445,0.65216,0.6011,2277317.56112467
